Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,64.37999725341797,65.33000183105469,64.16999816894531,65.19999694824219,54.925743103027344,6329600
2018-01-03,65.22000122070312,66.05999755859375,64.69000244140625,65.94000244140625,55.54914474487305,6844200
2018-01-04,66.18000030517578,66.52999877929688,65.91000366210938,66.02999877929688,55.62495803833008,5060100
2018-01-05,66.04000091552734,66.5999984741211,65.5,66.47000122070312,55.995628356933594,5421800
2018-01-08,66.25,66.52999877929688,65.94000244140625,66.2699966430664,55.827144622802734,4266900
2018-01-09,65.63999938964844,65.86000061035156,64.94000244140625,65.2699966430664,54.98472595214844,7632300
2018-01-10,65.4800033569336,65.73999786376953,64.87999725341797,65.26000213623047,54.976295471191406,6569300
2018-01-11,65.19999694824219,65.5,65.13999938964844,65.43000030517578,55.1195068359375,4233100
2018-01-12,65.61000061035156,65.9000015258789,65.08000183105469,65.37999725341797,55.07738494873047,5007200
2018-01-16,66.2300033569336,68.6500015258789,66.02999877929688,68.25,57.495140075683594,24478800
2018-01-17,68.5199966430664,68.9000015258789,67.23999786376953,68.0199966430664,57.3013801574707,12559100
2018-01-18,67.75,68.18000030517578,67.48999786376953,68.05000305175781,57.326656341552734,6797900
2018-01-19,68.04000091552734,68.25,67.75,68.04000091552734,57.31821823120117,8864300
2018-01-22,67.80999755859375,68.75,67.70999908447266,68.66999816894531,57.84895324707031,8566200
2018-01-23,68.5999984741211,68.9000015258789,68.23999786376953,68.33999633789062,57.57093048095703,7825600
2018-01-24,68.19999694824219,68.29000091552734,67.37999725341797,67.9800033569336,57.267669677734375,12383100
2018-01-25,68.13999938964844,68.37000274658203,67.29000091552734,67.41999816894531,56.795928955078125,9122200
2018-01-26,67.94000244140625,68.52999877929688,67.5999984741211,68.52999877929688,57.73101043701172,7919000
2018-01-29,68.16000366210938,68.30000305175781,67.23999786376953,67.31999969482422,56.7116813659668,9745300
2018-01-30,67.43000030517578,67.91000366210938,66.7300033569336,66.98999786376953,56.43368148803711,8059500
2018-01-31,67.55000305175781,68.37999725341797,67.45999908447266,68.25,57.495140075683594,13915600
2018-02-01,67.0,68.3499984741211,66.31999969482422,66.80000305175781,56.27362823486328,16838500
2018-02-02,66.18000030517578,67.04000091552734,65.86000061035156,66.06999969482422,55.65865707397461,10971700
2018-02-05,66.30000305175781,66.55000305175781,60.5,61.72999954223633,52.0025634765625,35996000
2018-02-06,62.310001373291016,64.52999877929688,62.20000076293945,64.4000015258789,54.25181198120117,24458700
2018-02-07,64.22000122070312,66.12000274658203,64.0199966430664,65.04000091552734,54.79096984863281,15021200
2018-02-08,64.62999725341797,65.06999969482422,62.400001525878906,62.41999816894531,52.583824157714844,13451600
2018-02-09,62.95000076293945,64.31999969482422,61.459999084472656,63.9900016784668,53.906429290771484,23095000
2018-02-12,64.88999938964844,65.69999694824219,64.38999938964844,65.66000366210938,55.313270568847656,13692100
2018-02-13,65.2300033569336,65.76000213623047,64.9800033569336,65.69999694824219,55.34696578979492,7695900
2018-02-14,65.1500015258789,66.80000305175781,65.0999984741211,66.58999633789062,56.096717834472656,10370900
2018-02-15,66.37999725341797,66.37999725341797,63.86000061035156,65.27999877929688,54.99313735961914,15548400
